ID_Linha,ID_Pedido,Data_Pedido,Data_Envio,Modo_Envio,ID_Cliente,Nome_Cliente,Segmento,Pais,Cidade,Estado,Cep,Regiao,ID_Produto,Categoria,SubCategoria,Nome_Produto,Preco_Dolar,Preco,Quantidade,Desconto,Lucro,"4,97"
399,CA-2016-108987,08/09/2016,10/09/2016,Second Class,AG-10675,Anna Gayman,Consumidor,United States,Houston,Texas,77036,Central,OFF-ST-10001580,Material de escritório,Storage,Super Decoflex Portable Personal File,"35,952","178,68144",3,"0,2","3,5952",
400,CA-2016-108987,08/09/2016,10/09/2016,Second Class,AG-10675,Anna Gayman,Consumidor,United States,Houston,Texas,77036,Central,FUR-BO-10004834,Mobiliário,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","2396,2656","11909,44003",4,"0,32","-317,1528",
401,CA-2016-108987,08/09/2016,10/09/2016,Second Class,AG-10675,Anna Gayman,Consumidor,United States,Houston,Texas,77036,Central,OFF-ST-10000934,Material de escritório,Storage,"Contico 72""H Heavy-Duty Storage System","131,136","651,74592",4,"0,2","-32,784",
402,CA-2016-108987,08/09/2016,10/09/2016,Second Class,AG-10675,Anna Gayman,Consumidor,United States,Houston,Texas,77036,Central,TEC-AC-10000158,Tecnologia ,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,"57,584","286,19248",2,"0,2","0,7198",
403,CA-2014-113166,24/12/2014,26/12/2014,First Class,LF-17185,Luke Foster,Consumidor,United States,Miami,Florida,33180,South,OFF-PA-10001947,Material de escritório,Paper,Xerox 1974,"9,568","47,55296",2,"0,2","3,4684",
404,CA-2014-155208,16/04/2014,20/04/2014,Standard Class,SP-20650,Stephanie Phelps,Corporativo ,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003478,Material de escritório,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack","39,072","194,18784",6,"0,2","9,768",
405,CA-2017-117933,24/12/2017,29/12/2017,Standard Class,RF-19840,Roy Französisch,Consumidor,United States,New York City,New York,10024,East,OFF-AP-10004249,Material de escritório,Appliances,Staple holder,"35,91","178,4727",3,0,"9,6957",
406,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumidor,United States,San Francisco,California,94110,West,TEC-AC-10000158,Tecnologia ,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,"179,95","894,3515",5,0,"37,7895",
407,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumidor,United States,San Francisco,California,94110,West,TEC-CO-10004115,Tecnologia ,Copiers,Sharp AL-1530CS Digital Copier,"1199,976","5963,88072",3,"0,2","434,9913",
408,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumidor,United States,San Francisco,California,94110,West,OFF-PA-10003724,Material de escritório,Paper,"Wirebound Message Book, 4 per Page","27,15","134,9355",5,0,"13,3035",
409,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumidor,United States,San Francisco,California,94110,West,FUR-TA-10002041,Mobiliário,Tables,"Bevis Round Conference Table Top, X-Base","1004,024","4989,99928",7,"0,2","-112,9527",
410,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumidor,United States,San Francisco,California,94110,West,OFF-PA-10002893,Material de escritório,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""","9,68","48,1096",1,0,"4,6464",
411,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumidor,United States,San Francisco,California,94110,West,OFF-LA-10003766,Material de escritório,Labels,Self-Adhesive Removable Labels,"28,35","140,8995",9,0,"13,608",
412,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumidor,United States,San Francisco,California,94110,West,OFF-PA-10001970,Material de escritório,Paper,Xerox 1908,"55,98","278,2206",1,0,"27,4302",
413,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumidor,United States,San Francisco,California,94110,West,FUR-BO-10001972,Mobiliário,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,"1336,829","6644,04013",13,"0,15","31,4548",
414,CA-2017-117457,08/12/2017,12/12/2017,Standard Class,KH-16510,Keith Herrera,Consumidor,United States,San Francisco,California,94110,West,FUR-CH-10003956,Mobiliário,Chairs,Novimex High-Tech Fabric Mesh Task Chair,"113,568","564,43296",2,"0,2","-18,4548",
415,CA-2017-142636,03/11/2017,07/11/2017,Standard Class,KC-16675,Kimberly Carter,Corporativo ,United States,Seattle,Washington,98105,West,OFF-PA-10000157,Material de escritório,Paper,Xerox 191,"139,86","695,1042",7,0,"65,7342",
416,CA-2017-142636,03/11/2017,07/11/2017,Standard Class,KC-16675,Kimberly Carter,Corporativo ,United States,Seattle,Washington,98105,West,FUR-CH-10001891,Mobiliário,Chairs,Global Deluxe Office Fabric Chairs,"307,136","1526,46592",4,"0,2","26,8744",
417,CA-2017-122105,24/06/2017,28/06/2017,Standard Class,CJ-12010,Caroline Jumper,Consumidor,United States,Huntington Beach,California,92646,West,OFF-AR-10004344,Material de escritório,Art,Bulldog Vacuum Base Pencil Sharpener,"95,92","476,7224",8,0,"25,8984",
418,CA-2016-148796,14/04/2016,18/04/2016,Standard Class,PB-19150,Philip Brown,Consumidor,United States,Los Angeles,California,90004,West,FUR-CH-10004886,Mobiliário,Chairs,Bevis Steel Folding Chairs,"383,8","1907,486",5,"0,2","38,38",
419,CA-2017-154816,06/11/2017,10/11/2017,Standard Class,VB-21745,Victoria Brennan,Corporativo ,United States,Richmond,Kentucky,40475,South,OFF-PA-10003845,Material de escritório,Paper,Xerox 1987,"5,78","28,7266",1,0,"2,8322",
420,CA-2017-110478,04/03/2017,09/03/2017,Standard Class,SP-20860,Sung Pak,Corporativo ,United States,Los Angeles,California,90045,West,OFF-AR-10001573,Material de escritório,Art,American Pencil,"9,32","46,3204",4,0,"2,7028",
421,CA-2017-110478,04/03/2017,09/03/2017,Standard Class,SP-20860,Sung Pak,Corporativo ,United States,Los Angeles,California,90045,West,OFF-EN-10000483,Material de escritório,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window","15,25","75,7925",1,0,"7,015",
422,CA-2014-142048,22/06/2014,25/06/2014,First Class,JE-15745,Joel Eaton,Consumidor,United States,Louisville,Colorado,80027,West,TEC-AC-10004114,Tecnologia ,Accessories,KeyTronic 6101 Series - Keyboard - Black,"196,752","977,85744",6,"0,2","56,5662",
423,CA-2017-125388,19/10/2017,23/10/2017,Standard Class,MP-17965,Michael Paige,Corporativo ,United States,Lawrence,Massachusetts,1841,East,FUR-FU-10004712,Mobiliário,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black","56,56","281,1032",4,0,"14,7056",
424,CA-2017-125388,19/10/2017,23/10/2017,Standard Class,MP-17965,Michael Paige,Corporativo ,United States,Lawrence,Massachusetts,1841,East,OFF-ST-10000918,Material de escritório,Storage,Crate-A-Files,"32,7","162,519",3,0,"8,502",
425,CA-2017-155705,21/08/2017,23/08/2017,Second Class,NF-18385,Natalie Fritzler,Consumidor,United States,Jackson,Mississippi,39212,South,FUR-CH-10000015,Mobiliário,Chairs,Hon Multipurpose Stacking Arm Chairs,"866,4","4306,008",4,0,"225,264",
426,CA-2017-149160,23/11/2017,26/11/2017,Second Class,JM-15265,Janet Molinari,Corporativo ,United States,Canton,Michigan,48187,Central,FUR-FU-10003347,Mobiliário,Furnishings,Coloredge Poster Frame,"28,4","141,148",2,0,"11,076",
427,CA-2017-149160,23/11/2017,26/11/2017,Second Class,JM-15265,Janet Molinari,Corporativo ,United States,Canton,Michigan,48187,Central,OFF-BI-10001543,Material de escritório,Binders,GBC VeloBinder Manual Binding System,"287,92","1430,9624",8,0,"138,2016",
428,CA-2014-101476,12/09/2014,13/09/2014,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,TEC-MA-10000029,Tecnologia ,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner","69,99","347,8503",1,0,"30,0957",
429,CA-2017-152275,01/10/2017,08/10/2017,Standard Class,KH-16630,Ken Heidel,Corporativo ,United States,San Antonio,Texas,78207,Central,OFF-AR-10000369,Material de escritório,Art,Design Ebony Sketching Pencil,"6,672","33,15984",6,"0,2","0,5004",
430,US-2016-123750,15/04/2016,21/04/2016,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-BI-10004584,Material de escritório,Binders,GBC ProClick 150 Presentation Binding System,"189,588","942,25236",2,"0,7","-145,3508",
431,US-2016-123750,15/04/2016,21/04/2016,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Tecnologia ,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,"408,744","2031,45768",7,"0,2","76,6395",
432,US-2016-123750,15/04/2016,21/04/2016,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Tecnologia ,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,"291,96","1451,0412",5,"0,2","54,7425",
433,US-2016-123750,15/04/2016,21/04/2016,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-ST-10000617,Material de escritório,Storage,Woodgrain Magazine Files by Perma,"4,768","23,69696",2,"0,2","-0,7748",
434,CA-2016-127369,06/06/2016,07/06/2016,First Class,DB-13060,Dave Brooks,Consumidor,United States,Lowell,Massachusetts,1852,East,OFF-ST-10003306,Material de escritório,Storage,Letter Size Cart,"714,3","3550,071",5,0,"207,147",
435,US-2014-150574,19/12/2014,25/12/2014,Standard Class,MK-18160,Mike Kennedy,Consumidor,United States,Jacksonville,Florida,32216,South,OFF-BI-10000773,Material de escritório,Binders,Insertable Tab Post Binder Dividers,"4,812","23,91564",2,"0,7","-3,6892",
436,US-2014-150574,19/12/2014,25/12/2014,Standard Class,MK-18160,Mike Kennedy,Consumidor,United States,Jacksonville,Florida,32216,South,TEC-AC-10002600,Tecnologia ,Accessories,Belkin QODE FastFit Bluetooth Keyboard,"247,8","1231,566",5,"0,2","-18,585",
437,CA-2016-147375,12/06/2016,14/06/2016,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,TEC-MA-10002937,Tecnologia ,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner","1007,979","5009,65563",3,"0,3","43,1991",
438,CA-2016-147375,12/06/2016,14/06/2016,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,OFF-PA-10001970,Material de escritório,Paper,Xerox 1908,"313,488","1558,03536",7,"0,2","113,6394",
439,CA-2017-130043,15/09/2017,19/09/2017,Standard Class,BB-11545,Brenda Bowman,Corporativo ,United States,Houston,Texas,77070,Central,OFF-PA-10002230,Material de escritório,Paper,Xerox 1897,"31,872","158,40384",8,"0,2","11,5536",
440,CA-2017-157252,20/01/2017,23/01/2017,Second Class,CV-12805,Cynthia Voltz,Corporativo ,United States,New York City,New York,10024,East,FUR-CH-10003396,Mobiliário,Chairs,Global Deluxe Steno Chair,"207,846","1032,99462",3,"0,1","2,3094",
441,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,Pete Kriz,Consumidor,United States,Detroit,Michigan,48227,Central,FUR-FU-10000246,Mobiliário,Furnishings,Aluminum Document Frame,"12,22","60,7334",1,0,"3,666",
442,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,Pete Kriz,Consumidor,United States,Detroit,Michigan,48227,Central,OFF-ST-10000060,Material de escritório,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,"194,94","968,8518",3,0,"23,3928",
443,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,Pete Kriz,Consumidor,United States,Detroit,Michigan,48227,Central,OFF-ST-10003058,Material de escritório,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,"70,95","352,6215",3,0,"20,5755",
444,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,Pete Kriz,Consumidor,United States,Detroit,Michigan,48227,Central,OFF-PA-10002222,Material de escritório,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream","91,36","454,0592",4,0,"42,0256",
445,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,Pete Kriz,Consumidor,United States,Detroit,Michigan,48227,Central,FUR-CH-10002372,Mobiliário,Chairs,Office Star - Ergonomically Designed Knee Chair,"242,94","1207,4118",3,0,"29,1528",
446,CA-2016-115756,05/09/2016,07/09/2016,Second Class,PK-19075,Pete Kriz,Consumidor,United States,Detroit,Michigan,48227,Central,OFF-LA-10001317,Material de escritório,Labels,Avery 520,"22,05","109,5885",7,0,"10,584",
447,CA-2017-154214,20/03/2017,25/03/2017,Second Class,TB-21595,Troy Blackwell,Consumidor,United States,Columbus,Indiana,47201,Central,FUR-FU-10000206,Mobiliário,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs","2,91","14,4627",1,0,"1,3677",
448,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,Raymond Buch,Consumidor,United States,Auburn,New York,13021,East,OFF-AR-10000588,Material de escritório,Art,Newell 345,"59,52","295,8144",3,0,"15,4752",
449,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,Raymond Buch,Consumidor,United States,Auburn,New York,13021,East,OFF-ST-10001469,Material de escritório,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,"161,94","804,8418",3,0,"9,7164",
450,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,Raymond Buch,Consumidor,United States,Auburn,New York,13021,East,OFF-AR-10001953,Material de escritório,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,"263,88","1311,4836",6,0,"71,2476",
451,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,Raymond Buch,Consumidor,United States,Auburn,New York,13021,East,OFF-AR-10003156,Material de escritório,Art,50 Colored Long Pencils,"30,48","151,4856",3,0,"7,9248",
452,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,Raymond Buch,Consumidor,United States,Auburn,New York,13021,East,OFF-AR-10004974,Material de escritório,Art,Newell 342,"9,84","48,9048",3,0,"2,8536",
453,CA-2016-166674,01/04/2016,03/04/2016,Second Class,RB-19360,Raymond Buch,Consumidor,United States,Auburn,New York,13021,East,TEC-PH-10002365,Tecnologia ,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,"35,12","174,5464",4,0,"9,1312",
454,CA-2017-147277,20/10/2017,24/10/2017,Standard Class,EB-13705,Ed Braxton,Corporativo ,United States,Akron,Ohio,44312,East,FUR-TA-10001539,Mobiliário,Tables,Chromcraft Rectangular Conference Tables,"284,364","1413,28908",2,"0,4","-75,8304",
455,CA-2017-147277,20/10/2017,24/10/2017,Standard Class,EB-13705,Ed Braxton,Corporativo ,United States,Akron,Ohio,44312,East,OFF-ST-10000142,Material de escritório,Storage,Deluxe Rollaway Locking File with Drawer,"665,408","3307,07776",2,"0,2","66,5408",
456,CA-2016-100153,13/12/2016,17/12/2016,Standard Class,KH-16630,Ken Heidel,Corporativo ,United States,Norman,Oklahoma,73071,Central,TEC-AC-10001772,Tecnologia ,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,"63,88","317,4836",4,0,"24,9132",
457,US-2014-110674,12/02/2014,18/02/2014,Standard Class,SC-20095,Sanjit Chand,Consumidor,United States,Concord,California,94521,West,FUR-CH-10000225,Mobiliário,Chairs,"Global Geo Office Task Chair, Gray","129,568","643,95296",2,"0,2","-24,294",
458,US-2016-157945,26/09/2016,01/10/2016,Standard Class,NF-18385,Natalie Fritzler,Consumidor,United States,Decatur,Illinois,62521,Central,FUR-CH-10002331,Mobiliário,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,"747,558","3715,36326",3,"0,3","-96,1146",
459,US-2016-157945,26/09/2016,01/10/2016,Standard Class,NF-18385,Natalie Fritzler,Consumidor,United States,Decatur,Illinois,62521,Central,OFF-EN-10001415,Material de escritório,Envelopes,Staple envelope,"8,928","44,37216",2,"0,2","3,348",
460,CA-2015-109638,15/12/2015,22/12/2015,Standard Class,JH-15985,Joseph Holt,Consumidor,United States,Seattle,Washington,98115,West,OFF-AP-10002472,Material de escritório,Appliances,3M Office Air Cleaner,"103,92","516,4824",4,0,"36,372",
461,CA-2015-109638,15/12/2015,22/12/2015,Standard Class,JH-15985,Joseph Holt,Consumidor,United States,Seattle,Washington,98115,West,TEC-AC-10004571,Tecnologia ,Accessories,Logitech G700s Rechargeable Gaming Mouse,"899,91","4472,5527",9,0,"377,9622",
462,CA-2015-109638,15/12/2015,22/12/2015,Standard Class,JH-15985,Joseph Holt,Consumidor,United States,Seattle,Washington,98115,West,OFF-BI-10001098,Material de escritório,Binders,Acco D-Ring Binder w/DublLock,"51,312","255,02064",3,"0,2","18,6006",
463,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10000023,Mobiliário,Furnishings,Eldon Wave Desk Accessories,"23,56","117,0932",5,"0,2","7,068",
464,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-TA-10001889,Mobiliário,Tables,Bush Advantage Collection Racetrack Conference Table,"1272,63","6324,9711",6,"0,5","-814,4832",
465,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-BI-10000315,Material de escritório,Binders,Poly Designer Cover & Back,"28,485","141,57045",5,"0,7","-20,889",
466,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-SU-10003505,Material de escritório,Supplies,Premier Electric Letter Opener,"185,376","921,31872",2,"0,2","-34,758",
467,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AP-10002578,Material de escritório,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote","78,272","389,01184",2,"0,2","5,8704",
468,US-2015-101399,17/01/2015,24/01/2015,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,Mobiliário,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,"254,744","1266,07768",7,"0,6","-312,0614",
469,CA-2017-154907,31/03/2017,04/04/2017,Standard Class,DS-13180,David Smith,Corporativo ,United States,Amarillo,Texas,79109,Central,FUR-BO-10002824,Mobiliário,Bookcases,Bush Mission Pointe Library,"205,3328","1020,504016",2,"0,32","-36,2352",
470,US-2016-100419,16/12/2016,20/12/2016,Second Class,CC-12670,Craig Carreira,Consumidor,United States,Chicago,Illinois,60610,Central,OFF-BI-10002194,Material de escritório,Binders,Cardinal Hold-It CD Pocket,"4,788","23,79636",3,"0,8","-7,9002",
471,CA-2015-154144,20/12/2015,24/12/2015,Standard Class,MH-17785,Maya Herman,Corporativo ,United States,Lindenhurst,New York,11757,East,OFF-PA-10004071,Material de escritório,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","55,48","275,7356",1,0,"26,6304",
472,CA-2014-144666,09/11/2014,11/11/2014,Second Class,JP-15520,Jeremy Pistek,Consumidor,United States,San Francisco,California,94110,West,OFF-ST-10002743,Material de escritório,Storage,SAFCO Boltless Steel Shelving,"340,92","1694,3724",3,0,"3,4092",
473,CA-2014-144666,09/11/2014,11/11/2014,Second Class,JP-15520,Jeremy Pistek,Consumidor,United States,San Francisco,California,94110,West,FUR-BO-10001601,Mobiliário,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish","222,666","1106,65002",2,"0,15","10,4784",
